_id,tipo_equipamento,registro_inmetro,numero_serie_fabricante,identificacao_equipamento,local_instalacao,sentido_fiscalizacao,latitude,longitude,faixas_fiscalizadas,velocidade_fiscalizada,vmd,periodo_vmd,data,hora,natureza_acidente,situacao,bairro,endereco,numero,detalhe_endereco_acidente,complemento,bairro_cruzamento,num_semaforo,sentido_via,tipo,descricao,auto,moto,ciclom,ciclista,pedestre,onibus,caminhao,viatura,outros,vitimas,vitimasfatais,acidente_verificado,tempo_clima,situacao_semaforo,sinalizacao,condicao_via,conservacao_via,ponto_controle,situacao_placa,velocidade_max_via,mao_direcao,divisao_via1,divisao_via2,divisao_via3
1,FIXO,Portaria 41/1996,J06905,CTTU 5951,AV GENERAL SAN MARTIN,DOIS SENTIDOS,-8.067404,-34.9278451,2,40,19900,dez/20,2020-07-30,15:53:00,COM VÍTIMA,FINALIZADA,SAN MARTIN,AV GENERAL SAN MARTIN,1973,,PRÓXIMO A ACADEMIA DA CIDADE. EM FRENTE A PET'S.,SAN MARTIN,,CIDADE,COLISÃO COM CICLISTA,COLISÃO MOTO E CICLISTA,,1.0,,1.0,,,,,,2.0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,,,,Dupla,Faixa contínua,,
1,FIXO,Portaria 41/1996,J06905,CTTU 5951,AV GENERAL SAN MARTIN,DOIS SENTIDOS,-8.067404,-34.9278451,2,40,19900,dez/20,2020-08-29,19:29:00,COM VÍTIMA,FINALIZADA,SAN MARTIN,AV GENERAL SAN MARTIN,134,,PROX AO COLEGIO ADVENTISTA,SAN MARTIN,,SUBURBIO,COLISÃO TRASEIRA,MOTO XRE X LOGAN,1.0,1.0,,,,,,,,1.0,,Longo da via,Bom,Não existe,Ilegível,Seca,Mal conservada,Não existe,Não há placas,40 km/h,Dupla,Faixa contínua,Faixa seccionada,
1,FIXO,Portaria 41/1996,J06905,CTTU 5951,AV GENERAL SAN MARTIN,DOIS SENTIDOS,-8.067404,-34.9278451,2,40,19900,dez/20,2020-09-13,16:45:00,COM VÍTIMA,FINALIZADA,SAN MARTIN,AV GENERAL SAN MARTIN,,RUA GOMES TABORDA,EM FRENTE AO DROGASIL,SAN MARTIN,67.0,,COLISÃO COM CICLISTA,COM UMA VITIMA -SAMU NO LOCAL/VT21 GCM LAIS ARAÚJO NO LOCAL,,1.0,,1.0,,,,,,1.0,,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,40 km/h,Dupla,Faixa contínua,,
1,FIXO,Portaria 41/1996,J06905,CTTU 5951,AV GENERAL SAN MARTIN,DOIS SENTIDOS,-8.067404,-34.9278451,2,40,19900,dez/20,2020-09-16,09:38:00,COM VÍTIMA,FINALIZADA,CORDEIRO,AV GENERAL SAN MARTIN,1208,,EM FRENTE AO COMPAZ,CORDEIRO,,NORTE/SUL,ABALROAMENTO LONGITUDINAL,CAMINHÃO E MOTO.,,1.0,,,,,1.0,,,1.0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Dupla,Faixa contínua,,
1,FIXO,Portaria 41/1996,J06905,CTTU 5951,AV GENERAL SAN MARTIN,DOIS SENTIDOS,-8.067404,-34.9278451,2,40,19900,dez/20,2020-10-03,14:16:00,COM VÍTIMA,FINALIZADA,CORDEIRO,AV GENERAL SAN MARTIN,625,RUA GOMES TABORDA,PROX AO POSTO DE GASOLINA MULTI POSTO,CORDEIRO,67.0,CIDADE,ABALROAMENTO TRANSVERSAL,COLISÃO MOTO X MOTO- UM CONDUTOR SOCORRIDO PELO SAMU,,2.0,,,,,,,,1.0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,,Dupla,Faixa contínua,,
1,FIXO,Portaria 41/1996,J06905,CTTU 5951,AV GENERAL SAN MARTIN,DOIS SENTIDOS,-8.067404,-34.9278451,2,40,19900,dez/20,2020-10-10,03:55:00,SEM VÍTIMA,CANCELADA,SAN MARTIN,AV GENERAL SAN MARTIN,,,PRÓXIMO AO BAR DO REGI E A ESCOLA ADVENTISTA,SAN MARTIN,,,CHOQUE VEÍCULO PARADO,CAMINHÃO SE CHOCOU CONTRA O VEÍCULO ESTACIONADO. O CONDUTOR DO CAMINHÃO- SEGUNDO INFORMAÇÕES- ESTÁ COM SUSPEITA DE EMBRIAGUEZ,1.0,,,,,,1.0,,,0.0,,,,,,,,,,,,,,
1,FIXO,Portaria 41/1996,J06905,CTTU 5951,AV GENERAL SAN MARTIN,DOIS SENTIDOS,-8.067404,-34.9278451,2,40,19900,dez/20,2020-10-18,08:28:00,COM VÍTIMA,FINALIZADA,SAN MARTIN,AV GENERAL SAN MARTIN,74,RUA FLORA RICA,PROX A ESCOLA ADVENTISTA,SAN MARTIN,,CIDADE,ABALROAMENTO LONGITUDINAL,COLISÃO COM VITIMA  ANDRE PINHEIRO VT 10 QTH,1.0,1.0,,,,,,,,1.0,,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,40 km/h,Dupla,Faixa contínua,Faixa seccionada,
1,FIXO,Portaria 41/1996,J06905,CTTU 5951,AV GENERAL SAN MARTIN,DOIS SENTIDOS,-8.067404,-34.9278451,2,40,19900,dez/20,2020-10-19,09:34:00,COM VÍTIMA,FINALIZADA,SAN MARTIN,AV GENERAL SAN MARTIN,1208,AV ENGENHEIRO ABDIAS DE CARVALHO,,SAN MARTIN,58.0,NORTE/SUL,COLISÃO FRONTAL,COM UMA VITIMA SOCORRIDA /CTTU NO LOCAL-GM GILSON MELO,1.0,1.0,,,,,,,,1.0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Agente,Outras,,Dupla,Faixa contínua,,
1,FIXO,Portaria 41/1996,J06905,CTTU 5951,AV GENERAL SAN MARTIN,DOIS SENTIDOS,-8.067404,-34.9278451,2,40,19900,dez/20,2020-10-31,17:33:00,COM VÍTIMA,FINALIZADA,CORDEIRO,AV GENERAL SAN MARTIN,530,,PRÓXIMO AO CHEUS CONSTRUÇÃO.,CORDEIRO,,,ABALROAMENTO LONGITUDINAL,COM VÍTIMA - A OUTRA PARTE EVADIU-SE,,1.0,,,,,,,,1.0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Outros,R-6a,,Dupla,Faixa contínua,,
1,FIXO,Portaria 41/1996,J06905,CTTU 5951,AV GENERAL SAN MARTIN,DOIS SENTIDOS,-8.067404,-34.9278451,2,40,19900,dez/20,2020-11-25,17:04:00,COM VÍTIMA,CANCELADA,SAN MARTIN,AV GENERAL SAN MARTIN,2774,,PROX AO COLEGIO ADVENTISTA,SAN MARTIN,,,COLISÃO,COLISAO ENTRE AUTO E MOTO COM UMA VITIMA,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,
1,FIXO,Portaria 41/1996,J06905,CTTU 5951,AV GENERAL SAN MARTIN,DOIS SENTIDOS,-8.067404,-34.9278451,2,40,19900,dez/20,2020-12-19,20:45:00,COM VÍTIMA,FINALIZADA,CORDEIRO,AV GENERAL SAN MARTIN,,AV CAXANGA,TERMINAL INTEGRADO CAXANGÁ III PERIMETRAL.,CORDEIRO,,CIDADE,ABALROAMENTO LONGITUDINAL,GOL VERMELHO X MOTO,1.0,1.0,,,,,,,,1.0,,Longo da via,Bom,Sem defeito,Ilegível,Seca,Perfeito estado,Faixa de retenção,R-6a,60 km/h,Única,Faixa contínua,,
2,FIXO,Portaria 41/1996,J06904,CTTU 5954,AV ALFREDO LISBOA,-,-8.0637868,-34.8716323,1,30,9900,dez/20,2020-01-02,17:16:00,SEM VÍTIMA,FINALIZADA,BAIRRO DO RECIFE,AV ALFREDO LISBOA,,,EM FRENTE A SAÍDA / ENTRADA DO ARMAZÉM 14,BAIRRO DO RECIFE,,CIDADE,ABALROAMENTO LONGITUDINAL,COLISAO ENTRE CAMINHAO E AUTOS S/V,1.0,,,,,,1.0,,,0.0,,Longo da via,Bom,Não existe,Incompleta,Seca,Mal iluminada,,Outras,30 km/h,Única,Faixa seccionada,,
2,FIXO,Portaria 41/1996,J06904,CTTU 5954,AV ALFREDO LISBOA,-,-8.0637868,-34.8716323,1,30,9900,dez/20,2020-01-02,21:14:00,SEM VÍTIMA,CANCELADA,BAIRRO DO RECIFE,AV ALFREDO LISBOA,,,E/F AO MARCO ZERO,BAIRRO DO RECIFE,,,COLISÃO,ENTRE DOIS AUTOS S/V,2.0,,,,,,,,,0.0,,,,,,,,,,,,,,
2,FIXO,Portaria 41/1996,J06904,CTTU 5954,AV ALFREDO LISBOA,-,-8.0637868,-34.8716323,1,30,9900,dez/20,2020-01-13,08:10:00,COM VÍTIMA,CANCELADA,BAIRRO DO RECIFE,AV ALFREDO LISBOA,,,EM FRENTE AO ESTACIONAMENTO DO PARADOR E AO LADO DO ITAIPAVA 14,BAIRRO DO RECIFE,,,COLISÃO,AUTO E MOTO,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,
2,FIXO,Portaria 41/1996,J06904,CTTU 5954,AV ALFREDO LISBOA,-,-8.0637868,-34.8716323,1,30,9900,dez/20,2020-01-29,11:02:00,SEM VÍTIMA,FINALIZADA,BAIRRO DO RECIFE,AV ALFREDO LISBOA,,,EM FRENTE AO MARCO PERNAMBUCANO DA MODA,BAIRRO DO RECIFE,,,ABALROAMENTO LONGITUDINAL,MOTO E AUTO,1.0,1.0,,,,,,,,0.0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,,,Única,Faixa seccionada,,
2,FIXO,Portaria 41/1996,J06904,CTTU 5954,AV ALFREDO LISBOA,-,-8.0637868,-34.8716323,1,30,9900,dez/20,2020-02-01,18:53:00,SEM VÍTIMA,FINALIZADA,BAIRRO DO RECIFE,AV ALFREDO LISBOA,,,POSTO BR,BAIRRO DO RECIFE,,SUBURBIO,ABALROAMENTO LONGITUDINAL,CAMINHÃO X AUTO PASSEIO S/V,1.0,,,,,,1.0,,,0.0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,30 km/h,Única,Faixa contínua,,
2,FIXO,Portaria 41/1996,J06904,CTTU 5954,AV ALFREDO LISBOA,-,-8.0637868,-34.8716323,1,30,9900,dez/20,2020-02-12,15:33:00,SEM VÍTIMA,FINALIZADA,BAIRRO DO RECIFE,AV ALFREDO LISBOA,,,EM FRENTE A ESCOLA MUNICIPAL NOSSA SENHORA DO PILAR,BAIRRO DO RECIFE,,SUBURBIO,COLISÃO,COLISÃO SEM VÍTIMA,2.0,,,,,,,,,0.0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,,60 km/h,Única,Faixa contínua,Faixa seccionada,
2,FIXO,Portaria 41/1996,J06904,CTTU 5954,AV ALFREDO LISBOA,-,-8.0637868,-34.8716323,1,30,9900,dez/20,2020-02-22,01:50:00,SEM VÍTIMA,CANCELADA,BAIRRO DO RECIFE,AV ALFREDO LISBOA,,,EM FRENTE AO TRT,BAIRRO DO RECIFE,,,COLISÃO,COLISÃO ENTRE DOIS AUTOS S/V,2.0,,,,,,,,,0.0,,,,,,,,,,,,,,
2,FIXO,Portaria 41/1996,J06904,CTTU 5954,AV ALFREDO LISBOA,-,-8.0637868,-34.8716323,1,30,9900,dez/20,2020-02-27,18:21:00,SEM VÍTIMA,FINALIZADA,BAIRRO DO RECIFE,AV ALFREDO LISBOA,,,EM FRENTE A PRAÇA DO MARCO ZERO,BAIRRO DO RECIFE,,,ABALROAMENTO LONGITUDINAL,ENTRE 2 AUTOS. S/V,1.0,,,,,,1.0,,,0.0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,,,Única,Não existe,,
2,FIXO,Portaria 41/1996,J06904,CTTU 5954,AV ALFREDO LISBOA,-,-8.0637868,-34.8716323,1,30,9900,dez/20,2020-11-13,16:09:00,SEM VÍTIMA,CANCELADA,BAIRRO DO RECIFE,AV ALFREDO LISBOA,,,E/F A RECEITA FEDEAL E AO MINISTERIO DA ECONOMIA,BAIRRO DO RECIFE,,,COLISÃO,COLISAO ENTRE DOIS AUTOS CONDUTOR COM SINTOMAS DE EMBRIAGUEZ,2.0,,,,,,,,,0.0,,,,,,,,,,,,,,
3,FIXO,Portaria 41/1996,5324,CTTU 5954,AV ALFREDO LISBOA,-,-8.0637868,-34.8716323,1,30,7200,dez/20,2020-01-02,17:16:00,SEM VÍTIMA,FINALIZADA,BAIRRO DO RECIFE,AV ALFREDO LISBOA,,,EM FRENTE A SAÍDA / ENTRADA DO ARMAZÉM 14,BAIRRO DO RECIFE,,CIDADE,ABALROAMENTO LONGITUDINAL,COLISAO ENTRE CAMINHAO E AUTOS S/V,1.0,,,,,,1.0,,,0.0,,Longo da via,Bom,Não existe,Incompleta,Seca,Mal iluminada,,Outras,30 km/h,Única,Faixa seccionada,,
3,FIXO,Portaria 41/1996,5324,CTTU 5954,AV ALFREDO LISBOA,-,-8.0637868,-34.8716323,1,30,7200,dez/20,2020-01-02,21:14:00,SEM VÍTIMA,CANCELADA,BAIRRO DO RECIFE,AV ALFREDO LISBOA,,,E/F AO MARCO ZERO,BAIRRO DO RECIFE,,,COLISÃO,ENTRE DOIS AUTOS S/V,2.0,,,,,,,,,0.0,,,,,,,,,,,,,,
3,FIXO,Portaria 41/1996,5324,CTTU 5954,AV ALFREDO LISBOA,-,-8.0637868,-34.8716323,1,30,7200,dez/20,2020-01-13,08:10:00,COM VÍTIMA,CANCELADA,BAIRRO DO RECIFE,AV ALFREDO LISBOA,,,EM FRENTE AO ESTACIONAMENTO DO PARADOR E AO LADO DO ITAIPAVA 14,BAIRRO DO RECIFE,,,COLISÃO,AUTO E MOTO,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,
3,FIXO,Portaria 41/1996,5324,CTTU 5954,AV ALFREDO LISBOA,-,-8.0637868,-34.8716323,1,30,7200,dez/20,2020-01-29,11:02:00,SEM VÍTIMA,FINALIZADA,BAIRRO DO RECIFE,AV ALFREDO LISBOA,,,EM FRENTE AO MARCO PERNAMBUCANO DA MODA,BAIRRO DO RECIFE,,,ABALROAMENTO LONGITUDINAL,MOTO E AUTO,1.0,1.0,,,,,,,,0.0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,,,Única,Faixa seccionada,,
3,FIXO,Portaria 41/1996,5324,CTTU 5954,AV ALFREDO LISBOA,-,-8.0637868,-34.8716323,1,30,7200,dez/20,2020-02-01,18:53:00,SEM VÍTIMA,FINALIZADA,BAIRRO DO RECIFE,AV ALFREDO LISBOA,,,POSTO BR,BAIRRO DO RECIFE,,SUBURBIO,ABALROAMENTO LONGITUDINAL,CAMINHÃO X AUTO PASSEIO S/V,1.0,,,,,,1.0,,,0.0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,30 km/h,Única,Faixa contínua,,
3,FIXO,Portaria 41/1996,5324,CTTU 5954,AV ALFREDO LISBOA,-,-8.0637868,-34.8716323,1,30,7200,dez/20,2020-02-12,15:33:00,SEM VÍTIMA,FINALIZADA,BAIRRO DO RECIFE,AV ALFREDO LISBOA,,,EM FRENTE A ESCOLA MUNICIPAL NOSSA SENHORA DO PILAR,BAIRRO DO RECIFE,,SUBURBIO,COLISÃO,COLISÃO SEM VÍTIMA,2.0,,,,,,,,,0.0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,,60 km/h,Única,Faixa contínua,Faixa seccionada,
3,FIXO,Portaria 41/1996,5324,CTTU 5954,AV ALFREDO LISBOA,-,-8.0637868,-34.8716323,1,30,7200,dez/20,2020-02-22,01:50:00,SEM VÍTIMA,CANCELADA,BAIRRO DO RECIFE,AV ALFREDO LISBOA,,,EM FRENTE AO TRT,BAIRRO DO RECIFE,,,COLISÃO,COLISÃO ENTRE DOIS AUTOS S/V,2.0,,,,,,,,,0.0,,,,,,,,,,,,,,
3,FIXO,Portaria 41/1996,5324,CTTU 5954,AV ALFREDO LISBOA,-,-8.0637868,-34.8716323,1,30,7200,dez/20,2020-02-27,18:21:00,SEM VÍTIMA,FINALIZADA,BAIRRO DO RECIFE,AV ALFREDO LISBOA,,,EM FRENTE A PRAÇA DO MARCO ZERO,BAIRRO DO RECIFE,,,ABALROAMENTO LONGITUDINAL,ENTRE 2 AUTOS. S/V,1.0,,,,,,1.0,,,0.0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,,,Única,Não existe,,
3,FIXO,Portaria 41/1996,5324,CTTU 5954,AV ALFREDO LISBOA,-,-8.0637868,-34.8716323,1,30,7200,dez/20,2020-11-13,16:09:00,SEM VÍTIMA,CANCELADA,BAIRRO DO RECIFE,AV ALFREDO LISBOA,,,E/F A RECEITA FEDEAL E AO MINISTERIO DA ECONOMIA,BAIRRO DO RECIFE,,,COLISÃO,COLISAO ENTRE DOIS AUTOS CONDUTOR COM SINTOMAS DE EMBRIAGUEZ,2.0,,,,,,,,,0.0,,,,,,,,,,,,,,
4,FIXO,Portaria 41/1996,J06906,CTTU 5952,AV AFONSO OLINDENSE,DOIS SENTIDOS,-8.0392812,-34.957554,2,40,14500,dez/20,2020-01-13,22:24:00,SEM VÍTIMA,FINALIZADA,VÁRZEA,AV AFONSO OLINDENSE,188,,FRENTE RESIDÊNCIA DE Nº 188,VÁRZEA,,SUBURBIO,ABALROAMENTO LONGITUDINAL,ENTRE 2 AUTOS. S/V,2.0,,,,,,,,,0.0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,,Dupla,Faixa contínua,,
4,FIXO,Portaria 41/1996,J06906,CTTU 5952,AV AFONSO OLINDENSE,DOIS SENTIDOS,-8.0392812,-34.957554,2,40,14500,dez/20,2020-01-20,16:57:00,SEM VÍTIMA,FINALIZADA,VÁRZEA,AV AFONSO OLINDENSE,,,PADARIA CAXANGÁ,VÁRZEA,638.0,SUBURBIO,COLISÃO TRASEIRA,COLISAO SEM VITIMAS,1.0,1.0,,,,,,,,0.0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,,,,,,,
4,FIXO,Portaria 41/1996,J06906,CTTU 5952,AV AFONSO OLINDENSE,DOIS SENTIDOS,-8.0392812,-34.957554,2,40,14500,dez/20,2020-01-29,12:07:00,SEM VÍTIMA,CANCELADA,VÁRZEA,AV AFONSO OLINDENSE,690,,EM FRENTE A CLINICA ATIKA CENTRO DE FISIOTERAPIA,VÁRZEA,,,COLISÃO,COLISÃO SEM VÍTIMA,1.0,1.0,,,,,,,,0.0,,,,,,,,,,,,,,
4,FIXO,Portaria 41/1996,J06906,CTTU 5952,AV AFONSO OLINDENSE,DOIS SENTIDOS,-8.0392812,-34.957554,2,40,14500,dez/20,2020-02-07,19:02:00,SEM VÍTIMA,FINALIZADA,VÁRZEA,AV AFONSO OLINDENSE,,AV CAXANGA,,VÁRZEA,,SUBURBIO,ABALROAMENTO LONGITUDINAL,ONIBUS METROPOLITANA X HYUNDAI SANTAFE,1.0,,,,,1.0,,,,0.0,,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,30 km/h,Dupla,Faixa contínua,,
4,FIXO,Portaria 41/1996,J06906,CTTU 5952,AV AFONSO OLINDENSE,DOIS SENTIDOS,-8.0392812,-34.957554,2,40,14500,dez/20,2020-02-09,12:30:00,SEM VÍTIMA,FINALIZADA,VÁRZEA,AV AFONSO OLINDENSE,890,,,VÁRZEA,,SUBURBIO,ABALROAMENTO TRANSVERSAL,COLISÃO SEM VÍTMA,2.0,,,,,,,,,0.0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,40 km/h,Dupla,Faixa contínua,,
